id_products,id_warehouse,stock,min_stock,id_dim_date_last_stocked,id_dim_date_last_updated
88,WH08,429,50,20251120,20251120
88,WH09,798,50,20251120,20251120
88,WH10,725,50,20251120,20251120
88,WH11,878,50,20251120,20251120
88,WH12,865,50,20250921,20250921
88,WH13,640,50,20250921,20250921
88,WH14,448,50,20251120,20251120
88,WH15,643,50,20250921,20250921
88,WH16,389,50,20250922,20250922
88,WH17,401,50,20251120,20251120
88,WH18,627,50,20251120,20251120
88,WH19,600,50,20251120,20251120
88,WH20,597,50,20251120,20251120
89,WH01,439,50,20250921,20250921
89,WH02,473,50,20251120,20251120
89,WH03,166,50,20251120,20251120
89,WH04,630,50,20251120,20251120
89,WH05,599,50,20251120,20251120
89,WH06,885,50,20250921,20250921
89,WH07,550,50,20250921,20250921
89,WH08,523,50,20251120,20251120
89,WH09,182,50,20251120,20251120
89,WH10,289,50,20250922,20250922
89,WH11,426,50,20251120,20251120
89,WH12,443,50,20250921,20250921
89,WH13,440,50,20251120,20251120
89,WH14,452,50,20251120,20251120
89,WH15,750,50,20251120,20251120
89,WH16,241,50,20250925,20250925
89,WH17,400,50,20251120,20251120
89,WH18,255,50,20250921,20250921
89,WH19,395,50,20250922,20250922
89,WH20,676,50,20251120,20251120
90,WH01,178,50,20251120,20251120
90,WH02,415,50,20251120,20251120
90,WH03,159,50,20250922,20250922
90,WH04,895,50,20251120,20251120
90,WH05,718,50,20251120,20251120
90,WH06,346,50,20251120,20251120
90,WH07,299,50,20251120,20251120
90,WH08,215,50,20251120,20251120
90,WH09,525,50,20251120,20251120
90,WH10,755,50,20250921,20250921
90,WH11,611,50,20250921,20250921
90,WH12,843,50,20251120,20251120
90,WH13,417,50,20251120,20251120
90,WH14,365,50,20250921,20250921
90,WH15,512,50,20250926,20250926
90,WH16,301,50,20251120,20251120
90,WH17,927,50,20250921,20250921
90,WH18,297,50,20250924,20250924
90,WH19,534,50,20251120,20251120
90,WH20,586,50,20251120,20251120
91,WH01,180,50,20251120,20251120
91,WH02,517,50,20250922,20250922
91,WH03,488,50,20251120,20251120
91,WH04,359,50,20250922,20250922
91,WH05,218,50,20251120,20251120
91,WH06,169,50,20250921,20250921
91,WH07,134,50,20250921,20250921
91,WH08,534,50,20250922,20250922
91,WH09,216,50,20250922,20250922
91,WH10,890,50,20251120,20251120
91,WH11,342,50,20250922,20250922
91,WH12,668,50,20251120,20251120
91,WH13,679,50,20251120,20251120
91,WH14,545,50,20251120,20251120
91,WH15,858,50,20250921,20250921
91,WH16,230,50,20250923,20250923
91,WH17,320,50,20250921,20250921
91,WH18,330,50,20250921,20250921
91,WH19,243,50,20250924,20250924
91,WH20,376,50,20251120,20251120
92,WH01,401,50,20251120,20251120
92,WH02,750,50,20250921,20250921
92,WH03,384,50,20250921,20250921
92,WH04,830,50,20251120,20251120
92,WH05,785,50,20251120,20251120
92,WH06,855,50,20250921,20250921
92,WH07,224,50,20251120,20251120
92,WH08,920,50,20250924,20250924
92,WH09,631,50,20250921,20250921
92,WH10,928,50,20250921,20250921
92,WH11,434,50,20250921,20250921
92,WH12,900,50,20250923,20250923
92,WH13,601,50,20250922,20250922
92,WH14,184,50,20250921,20250921
92,WH15,457,50,20251120,20251120
92,WH16,258,50,20250921,20250921
92,WH17,893,50,20251120,20251120
92,WH18,390,50,20250926,20250926
92,WH19,300,50,20251120,20251120
92,WH20,591,50,20251120,20251120
93,WH01,478,50,20251120,20251120
93,WH02,215,50,20251120,20251120
93,WH03,779,50,20250922,20250922
93,WH04,815,50,20251120,20251120
93,WH05,731,50,20251120,20251120
93,WH06,629,50,20251120,20251120
93,WH07,463,50,20250921,20250921
93,WH08,569,50,20250922,20250922
93,WH09,527,50,20251120,20251120
93,WH10,256,50,20250921,20250921
93,WH11,203,50,20251120,20251120
93,WH12,320,50,20250921,20250921
93,WH13,488,50,20251120,20251120
93,WH14,282,50,20251120,20251120
93,WH15,231,50,20250921,20250921
93,WH16,812,50,20250921,20250921
93,WH17,446,50,20250921,20250921
93,WH18,618,50,20251120,20251120
93,WH19,578,50,20250924,20250924
93,WH20,731,50,20250921,20250921
94,WH01,741,50,20251120,20251120
94,WH02,365,50,20251120,20251120
94,WH03,807,50,20251120,20251120
94,WH04,431,50,20251120,20251120
94,WH05,806,50,20251120,20251120
94,WH06,452,50,20251120,20251120
94,WH07,212,50,20251120,20251120
94,WH08,750,50,20251120,20251120
94,WH09,168,50,20251120,20251120
94,WH10,767,50,20250921,20250921
94,WH11,160,50,20250921,20250921
94,WH12,312,50,20251120,20251120
94,WH13,608,50,20250921,20250921
94,WH14,887,50,20250922,20250922
94,WH15,462,50,20251120,20251120
94,WH16,251,50,20251120,20251120
94,WH17,341,50,20251120,20251120
94,WH18,873,50,20251120,20251120
94,WH19,714,50,20251120,20251120
94,WH20,227,50,20250921,20250921
95,WH01,424,50,20251120,20251120
95,WH02,355,50,20250924,20250924
95,WH03,273,50,20251120,20251120
95,WH04,816,50,20250922,20250922
95,WH05,631,50,20250921,20250921
95,WH06,304,50,20250922,20250922
95,WH07,659,50,20251120,20251120
95,WH08,471,50,20251120,20251120
95,WH09,185,50,20251120,20251120
95,WH10,520,50,20250922,20250922
95,WH11,286,50,20251120,20251120
95,WH12,353,50,20251120,20251120
95,WH13,841,50,20250922,20250922
95,WH14,707,50,20250922,20250922
95,WH15,249,50,20251120,20251120
95,WH16,829,50,20251120,20251120
95,WH17,606,50,20250921,20250921
95,WH18,835,50,20250921,20250921
95,WH19,741,50,20250921,20250921
95,WH20,404,50,20250923,20250923
96,WH01,561,50,20250922,20250922
96,WH02,567,50,20250922,20250922
96,WH03,718,50,20250922,20250922
96,WH04,337,50,20251120,20251120
96,WH05,420,50,20251120,20251120
96,WH06,335,50,20250922,20250922
96,WH07,384,50,20250921,20250921
96,WH08,282,50,20251120,20251120
96,WH09,171,50,20251120,20251120
96,WH10,878,50,20251120,20251120
96,WH11,206,50,20251120,20251120
96,WH12,847,50,20250921,20250921
96,WH13,149,50,20251120,20251120
96,WH14,751,50,20251120,20251120
96,WH15,396,50,20250921,20250921
96,WH16,561,50,20251120,20251120
96,WH17,350,50,20251120,20251120
96,WH18,550,50,20250922,20250922
96,WH19,508,50,20250927,20250927
96,WH20,579,50,20250921,20250921
97,WH01,442,50,20250921,20250921
97,WH02,572,50,20251120,20251120
97,WH03,802,50,20250926,20250926
97,WH04,494,50,20251120,20251120
97,WH05,427,50,20251120,20251120
97,WH06,243,50,20250924,20250924
97,WH07,431,50,20251120,20251120
97,WH08,244,50,20251120,20251120
97,WH09,252,50,20250921,20250921
97,WH10,908,50,20251120,20251120
97,WH11,211,50,20251120,20251120
97,WH12,533,50,20251120,20251120
97,WH13,809,50,20250923,20250923
97,WH14,902,50,20250921,20250921
97,WH15,257,50,20251120,20251120
97,WH16,263,50,20251120,20251120
97,WH17,438,50,20251120,20251120
97,WH18,585,50,20251120,20251120
97,WH19,925,50,20251120,20251120
97,WH20,286,50,20251120,20251120
98,WH01,265,50,20251120,20251120
98,WH02,343,50,20250926,20250926
98,WH03,847,50,20251120,20251120
98,WH04,155,50,20251120,20251120
98,WH05,454,50,20251120,20251120
98,WH06,241,50,20250922,20250922
98,WH07,240,50,20250921,20250921
98,WH08,884,50,20250924,20250924
98,WH09,166,50,20251120,20251120
98,WH10,418,50,20250921,20250921
98,WH11,853,50,20251120,20251120
98,WH12,641,50,20250921,20250921
98,WH13,193,50,20251120,20251120
98,WH14,506,50,20251120,20251120
98,WH15,912,50,20251120,20251120
98,WH16,461,50,20250925,20250925
98,WH17,558,50,20250922,20250922
98,WH18,579,50,20250925,20250925
98,WH19,654,50,20250921,20250921
98,WH20,298,50,20250921,20250921
99,WH01,802,50,20250922,20250922
99,WH02,913,50,20251120,20251120
99,WH03,251,50,20251120,20251120
99,WH04,770,50,20251120,20251120
99,WH05,795,50,20250921,20250921
99,WH06,736,50,20250922,20250922
99,WH07,442,50,20251120,20251120
99,WH08,522,50,20250921,20250921
99,WH09,811,50,20251120,20251120
99,WH10,273,50,20250921,20250921
99,WH11,801,50,20250922,20250922
99,WH12,879,50,20250921,20250921
99,WH13,684,50,20250921,20250921
99,WH14,405,50,20250923,20250923
99,WH15,585,50,20250922,20250922
99,WH16,189,50,20251120,20251120
99,WH17,880,50,20251120,20251120
99,WH18,394,50,20250921,20250921
99,WH19,179,50,20250921,20250921
99,WH20,797,50,20250921,20250921
100,WH01,679,50,20251120,20251120
100,WH02,652,50,20250921,20250921
100,WH03,173,50,20250921,20250921
100,WH04,735,50,20250922,20250922
100,WH05,660,50,20251120,20251120
100,WH06,794,50,20250921,20250921
100,WH07,808,50,20250921,20250921
100,WH08,291,50,20251120,20251120
100,WH09,318,50,20251120,20251120
100,WH10,886,50,20251120,20251120
100,WH11,572,50,20251120,20251120
100,WH12,482,50,20250921,20250921
100,WH13,380,50,20250921,20250921
100,WH14,647,50,20251120,20251120
100,WH15,740,50,20250921,20250921
100,WH16,125,50,20251120,20251120
100,WH17,577,50,20251120,20251120
100,WH18,946,50,20250922,20250922
100,WH19,366,50,20251120,20251120
100,WH20,374,50,20250921,20250921
101,WH01,842,50,20250921,20250921
101,WH02,192,50,20251120,20251120
101,WH03,453,50,20250924,20250924
101,WH04,514,50,20250922,20250922
101,WH05,793,50,20251120,20251120
101,WH06,235,50,20250922,20250922
101,WH07,493,50,20251120,20251120
101,WH08,268,50,20250921,20250921
101,WH09,778,50,20251120,20251120
101,WH10,635,50,20250924,20250924
101,WH11,518,50,20251120,20251120
101,WH12,455,50,20250922,20250922
101,WH13,259,50,20251120,20251120
101,WH14,881,50,20250923,20250923
101,WH15,655,50,20250923,20250923
101,WH16,398,50,20250922,20250922
101,WH17,469,50,20251120,20251120
101,WH18,738,50,20250921,20250921
101,WH19,722,50,20251120,20251120
101,WH20,517,50,20251120,20251120
102,WH01,382,50,20250921,20250921
102,WH02,666,50,20250922,20250922
102,WH03,675,50,20251120,20251120
102,WH04,626,50,20251120,20251120
102,WH05,200,50,20251120,20251120
102,WH06,521,50,20250923,20250923
102,WH07,637,50,20250921,20250921
102,WH08,909,50,20250922,20250922
102,WH09,575,50,20251120,20251120
102,WH10,396,50,20251120,20251120
102,WH11,574,50,20251120,20251120
102,WH12,280,50,20251120,20251120
102,WH13,240,50,20250926,20250926
102,WH14,678,50,20250922,20250922
102,WH15,936,50,20251120,20251120
102,WH16,805,50,20251120,20251120
102,WH17,611,50,20250921,20250921
102,WH18,180,50,20250921,20250921
102,WH19,934,50,20251120,20251120
102,WH20,505,50,20250924,20250924
103,WH01,376,50,20250921,20250921
103,WH02,848,50,20250921,20250921
103,WH03,734,50,20251120,20251120
103,WH04,746,50,20251120,20251120
103,WH05,353,50,20250921,20250921
103,WH06,934,50,20250923,20250923
103,WH07,497,50,20251120,20251120
103,WH08,553,50,20250921,20250921
103,WH09,737,50,20251120,20251120
103,WH10,667,50,20251120,20251120
103,WH11,258,50,20251120,20251120
103,WH12,372,50,20251120,20251120
103,WH13,428,50,20250923,20250923
103,WH14,873,50,20250923,20250923
103,WH15,705,50,20251120,20251120
103,WH16,424,50,20250922,20250922
103,WH17,717,50,20250922,20250922
103,WH18,720,50,20250921,20250921
103,WH19,442,50,20250921,20250921
103,WH20,447,50,20251120,20251120
104,WH01,852,50,20250922,20250922
104,WH02,596,50,20251120,20251120
104,WH03,264,50,20251120,20251120
104,WH04,727,50,20251120,20251120
104,WH05,624,50,20250922,20250922
104,WH06,557,50,20250922,20250922
104,WH07,720,50,20251120,20251120
104,WH08,859,50,20251120,20251120
104,WH09,422,50,20251120,20251120
104,WH10,466,50,20251120,20251120
104,WH11,290,50,20251120,20251120
104,WH12,651,50,20251120,20251120
104,WH13,459,50,20251120,20251120
104,WH14,420,50,20250921,20250921
104,WH15,700,50,20251120,20251120
104,WH16,477,50,20251120,20251120
104,WH17,493,50,20251120,20251120
104,WH18,486,50,20251120,20251120
104,WH19,352,50,20250922,20250922
104,WH20,258,50,20250921,20250921
105,WH01,799,50,20250921,20250921
105,WH02,201,50,20250921,20250921
105,WH03,414,50,20251120,20251120
105,WH04,681,50,20250922,20250922
105,WH05,254,50,20250922,20250922
105,WH06,671,50,20251120,20251120
105,WH07,755,50,20250922,20250922
105,WH08,661,50,20250922,20250922
105,WH09,373,50,20251120,20251120
105,WH10,154,50,20250921,20250921
105,WH11,833,50,20250921,20250921
105,WH12,408,50,20250924,20250924
105,WH13,792,50,20250922,20250922
105,WH14,301,50,20251120,20251120
105,WH15,268,50,20250925,20250925
105,WH16,759,50,20251120,20251120
105,WH17,903,50,20251120,20251120
105,WH18,852,50,20250921,20250921
105,WH19,754,50,20250926,20250926
105,WH20,333,50,20250921,20250921
106,WH01,853,50,20251120,20251120
106,WH02,687,50,20251120,20251120
106,WH03,286,50,20250921,20250921
106,WH04,243,50,20250922,20250922
106,WH05,847,50,20250921,20250921
106,WH06,360,50,20250922,20250922
106,WH07,754,50,20251120,20251120
106,WH08,258,50,20250922,20250922
106,WH09,354,50,20250921,20250921
106,WH10,348,50,20250921,20250921
106,WH11,369,50,20250923,20250923
106,WH12,663,50,20251120,20251120
106,WH13,857,50,20250924,20250924
106,WH14,861,50,20250921,20250921
106,WH15,707,50,20251120,20251120
106,WH16,303,50,20250921,20250921
106,WH17,910,50,20251120,20251120
106,WH18,585,50,20250928,20250928
106,WH19,556,50,20251120,20251120
106,WH20,707,50,20251120,20251120
107,WH01,772,50,20251120,20251120
107,WH02,914,50,20251120,20251120
107,WH03,603,50,20250921,20250921
107,WH04,630,50,20250921,20250921
107,WH05,742,50,20250922,20250922
107,WH06,352,50,20251120,20251120
107,WH07,383,50,20251120,20251120
107,WH08,662,50,20251120,20251120
107,WH09,163,50,20250922,20250922
107,WH10,412,50,20250927,20250927
107,WH11,722,50,20250922,20250922
107,WH12,910,50,20251120,20251120
107,WH13,569,50,20250925,20250925
107,WH14,474,50,20251120,20251120
107,WH15,469,50,20251120,20251120
107,WH16,681,50,20251120,20251120
107,WH17,562,50,20251120,20251120
107,WH18,174,50,20251120,20251120
107,WH19,580,50,20251120,20251120
107,WH20,459,50,20250921,20250921
108,WH01,715,50,20250926,20250926
108,WH02,836,50,20250922,20250922
108,WH03,894,50,20251120,20251120
108,WH04,640,50,20250922,20250922
108,WH05,414,50,20250921,20250921
108,WH06,505,50,20250921,20250921
108,WH07,288,50,20251120,20251120
108,WH08,870,50,20250922,20250922
108,WH09,817,50,20251120,20251120
108,WH10,831,50,20250923,20250923
108,WH11,410,50,20250921,20250921
108,WH12,418,50,20251120,20251120
108,WH13,833,50,20250926,20250926
108,WH14,586,50,20250924,20250924
108,WH15,683,50,20251120,20251120
108,WH16,543,50,20250922,20250922
108,WH17,502,50,20251120,20251120
108,WH18,651,50,20251120,20251120
108,WH19,768,50,20250922,20250922
108,WH20,417,50,20251120,20251120
109,WH01,798,50,20250921,20250921
109,WH02,347,50,20251120,20251120
109,WH03,480,50,20250922,20250922
109,WH04,868,50,20251120,20251120
109,WH05,925,50,20251120,20251120
109,WH06,885,50,20250921,20250921
109,WH07,406,50,20250921,20250921
109,WH08,804,50,20250921,20250921
109,WH09,884,50,20250922,20250922
109,WH10,928,50,20250923,20250923
109,WH11,152,50,20251120,20251120
109,WH12,725,50,20251120,20251120
109,WH13,933,50,20250923,20250923
109,WH14,745,50,20250921,20250921
109,WH15,331,50,20251120,20251120
109,WH16,764,50,20251120,20251120
109,WH17,217,50,20251120,20251120
109,WH18,533,50,20251120,20251120
109,WH19,635,50,20250923,20250923
109,WH20,496,50,20251120,20251120
110,WH01,686,50,20250921,20250921
110,WH02,325,50,20250922,20250922
110,WH03,632,50,20251120,20251120
110,WH04,651,50,20251120,20251120
110,WH05,650,50,20250921,20250921
110,WH06,364,50,20250922,20250922
110,WH07,400,50,20250926,20250926
110,WH08,323,50,20250921,20250921
110,WH09,517,50,20251120,20251120
110,WH10,619,50,20251120,20251120
110,WH11,449,50,20251120,20251120
110,WH12,458,50,20250921,20250921
110,WH13,366,50,20251120,20251120
110,WH14,305,50,20250922,20250922
110,WH15,671,50,20250922,20250922
110,WH16,784,50,20250921,20250921
110,WH17,380,50,20251120,20251120
110,WH18,837,50,20250921,20250921
110,WH19,612,50,20251120,20251120
110,WH20,276,50,20251120,20251120
111,WH01,442,50,20250921,20250921
111,WH02,129,50,20250926,20250926
111,WH03,173,50,20250921,20250921
111,WH04,408,50,20250921,20250921
111,WH05,486,50,20251120,20251120
111,WH06,779,50,20251120,20251120
111,WH07,252,50,20251120,20251120
111,WH08,803,50,20250922,20250922
111,WH09,330,50,20251120,20251120
111,WH10,237,50,20251120,20251120
111,WH11,707,50,20250921,20250921
111,WH12,769,50,20250922,20250922
111,WH13,639,50,20251120,20251120
111,WH14,235,50,20250922,20250922
111,WH15,231,50,20250921,20250921
111,WH16,437,50,20251120,20251120
111,WH17,497,50,20250921,20250921
111,WH18,947,50,20250922,20250922
111,WH19,385,50,20250922,20250922
111,WH20,298,50,20250921,20250921
112,WH01,905,50,20251120,20251120
112,WH02,272,50,20250922,20250922
112,WH03,165,50,20251120,20251120
112,WH04,477,50,20250921,20250921
112,WH05,456,50,20250921,20250921
112,WH06,623,50,20250922,20250922
112,WH07,831,50,20250921,20250921
112,WH08,902,50,20250921,20250921
112,WH09,357,50,20251120,20251120
112,WH10,917,50,20251120,20251120
112,WH11,629,50,20251120,20251120
112,WH12,199,50,20250921,20250921
112,WH13,901,50,20250923,20250923
112,WH14,270,50,20251120,20251120
112,WH15,612,50,20251120,20251120
112,WH16,786,50,20251120,20251120
112,WH17,339,50,20250921,20250921
112,WH18,349,50,20251120,20251120
112,WH19,525,50,20250921,20250921
112,WH20,853,50,20250921,20250921
113,WH01,318,50,20251120,20251120
113,WH02,683,50,20251120,20251120
113,WH03,502,50,20251120,20251120
113,WH04,213,50,20250922,20250922
113,WH05,695,50,20251120,20251120
113,WH06,815,50,20251120,20251120
113,WH07,584,50,20250924,20250924
113,WH08,288,50,20251120,20251120
113,WH09,280,50,20250927,20250927
113,WH10,489,50,20250923,20250923
113,WH11,558,50,20251120,20251120
113,WH12,589,50,20250921,20250921
113,WH13,339,50,20250922,20250922
113,WH14,532,50,20251120,20251120
113,WH15,371,50,20250926,20250926
113,WH16,676,50,20251120,20251120
113,WH17,772,50,20251120,20251120
113,WH18,660,50,20250921,20250921
113,WH19,131,50,20250922,20250922
113,WH20,919,50,20251120,20251120
114,WH01,162,50,20250924,20250924
114,WH02,950,50,20251120,20251120
114,WH03,173,50,20250921,20250921
114,WH04,557,50,20251120,20251120
114,WH05,239,50,20250921,20250921
114,WH06,224,50,20250922,20250922
114,WH07,697,50,20251120,20251120
114,WH08,711,50,20251120,20251120
114,WH09,219,50,20250921,20250921
114,WH10,915,50,20250921,20250921
114,WH11,387,50,20251120,20251120
114,WH12,385,50,20251120,20251120
114,WH13,367,50,20251120,20251120
114,WH14,500,50,20251120,20251120
114,WH15,274,50,20250925,20250925
114,WH16,484,50,20250921,20250921
114,WH17,299,50,20251120,20251120
114,WH18,182,50,20251120,20251120
114,WH19,431,50,20251120,20251120
114,WH20,651,50,20251120,20251120
115,WH01,743,50,20250921,20250921
115,WH02,422,50,20250922,20250922
115,WH03,405,50,20251120,20251120
115,WH04,772,50,20250921,20250921
115,WH05,671,50,20251120,20251120
115,WH06,807,50,20251120,20251120
115,WH07,873,50,20250921,20250921
115,WH08,819,50,20250927,20250927
115,WH09,883,50,20250921,20250921
115,WH10,480,50,20250921,20250921
115,WH11,453,50,20250921,20250921
115,WH12,394,50,20250922,20250922
115,WH13,317,50,20250921,20250921
115,WH14,741,50,20250922,20250922
115,WH15,703,50,20250921,20250921
115,WH16,780,50,20250922,20250922
115,WH17,275,50,20251120,20251120
115,WH18,546,50,20250922,20250922
115,WH19,316,50,20250922,20250922
115,WH20,848,50,20251120,20251120
116,WH01,359,50,20251120,20251120
116,WH02,261,50,20250922,20250922
116,WH03,610,50,20251120,20251120
116,WH04,838,50,20251120,20251120
116,WH05,896,50,20250921,20250921
116,WH06,215,50,20250921,20250921
116,WH07,417,50,20250925,20250925
116,WH08,240,50,20251120,20251120
116,WH09,388,50,20251120,20251120
116,WH10,560,50,20250922,20250922
116,WH11,363,50,20250921,20250921
116,WH12,194,50,20251120,20251120
116,WH13,546,50,20250922,20250922
116,WH14,197,50,20250921,20250921
116,WH15,331,50,20251120,20251120
116,WH16,137,50,20250922,20250922
116,WH17,216,50,20250921,20250921
116,WH18,475,50,20250926,20250926
116,WH19,814,50,20251120,20251120
116,WH20,758,50,20250923,20250923
117,WH01,237,50,20251120,20251120
117,WH02,167,50,20250921,20250921
117,WH03,398,50,20250922,20250922
117,WH04,638,50,20250922,20250922
117,WH05,751,50,20251120,20251120
117,WH06,804,50,20251120,20251120
117,WH07,399,50,20250923,20250923
117,WH08,269,50,20251120,20251120
117,WH09,159,50,20250921,20250921
117,WH10,231,50,20251120,20251120
117,WH11,204,50,20251120,20251120
117,WH12,842,50,20251120,20251120
117,WH13,357,50,20250921,20250921
117,WH14,816,50,20250922,20250922
117,WH15,565,50,20251120,20251120
117,WH16,550,50,20251120,20251120
117,WH17,502,50,20250922,20250922
117,WH18,788,50,20251120,20251120
117,WH19,194,50,20250922,20250922
117,WH20,228,50,20251120,20251120
118,WH01,480,50,20250921,20250921
118,WH02,451,50,20250922,20250922
118,WH03,575,50,20250922,20250922
118,WH04,730,50,20250922,20250922
118,WH05,624,50,20250921,20250921
118,WH06,336,50,20250922,20250922
118,WH07,412,50,20251120,20251120
118,WH08,728,50,20250921,20250921
118,WH09,302,50,20250921,20250921
118,WH10,546,50,20250921,20250921
118,WH11,587,50,20251120,20251120
118,WH12,749,50,20251120,20251120
118,WH13,708,50,20251120,20251120
118,WH14,524,50,20250921,20250921
118,WH15,397,50,20251120,20251120
118,WH16,441,50,20250923,20250923
118,WH17,477,50,20251120,20251120
118,WH18,319,50,20250921,20250921
118,WH19,649,50,20251120,20251120
118,WH20,316,50,20251120,20251120
119,WH01,649,50,20250922,20250922
119,WH02,754,50,20251120,20251120
119,WH03,919,50,20250922,20250922
119,WH04,233,50,20250925,20250925
119,WH05,756,50,20251120,20251120
119,WH06,203,50,20250921,20250921
119,WH07,416,50,20250921,20250921
119,WH08,272,50,20250921,20250921
119,WH09,267,50,20250921,20250921
119,WH10,301,50,20250921,20250921
119,WH11,172,50,20251120,20251120
119,WH12,786,50,20251120,20251120
119,WH13,180,50,20251120,20251120
119,WH14,486,50,20251120,20251120
119,WH15,701,50,20250921,20250921
119,WH16,934,50,20251120,20251120
119,WH17,800,50,20251120,20251120
119,WH18,249,50,20251120,20251120
119,WH19,934,50,20250921,20250921
119,WH20,661,50,20250924,20250924
120,WH01,293,50,20250922,20250922
120,WH02,497,50,20250921,20250921
120,WH03,886,50,20250924,20250924
120,WH04,453,50,20251120,20251120
120,WH05,292,50,20250922,20250922
120,WH06,839,50,20251120,20251120
120,WH07,891,50,20251120,20251120
120,WH08,909,50,20251120,20251120
120,WH09,914,50,20250924,20250924
120,WH10,847,50,20250921,20250921
120,WH11,501,50,20250922,20250922
120,WH12,277,50,20251120,20251120
120,WH13,638,50,20250922,20250922
120,WH14,311,50,20251120,20251120
120,WH15,538,50,20251120,20251120
120,WH16,659,50,20251120,20251120
120,WH17,893,50,20251120,20251120
120,WH18,356,50,20251120,20251120
120,WH19,353,50,20251120,20251120
120,WH20,733,50,20251120,20251120
121,WH01,142,50,20250922,20250922
121,WH02,597,50,20250923,20250923
121,WH03,727,50,20250921,20250921
121,WH04,583,50,20251120,20251120
121,WH05,462,50,20250923,20250923
121,WH06,806,50,20251120,20251120
121,WH07,422,50,20251120,20251120
121,WH08,732,50,20251120,20251120
121,WH09,529,50,20250925,20250925
121,WH10,165,50,20251120,20251120
121,WH11,558,50,20250921,20250921
121,WH12,149,50,20251120,20251120
121,WH13,877,50,20250921,20250921
121,WH14,622,50,20250922,20250922
121,WH15,419,50,20251120,20251120
121,WH16,540,50,20250928,20250928
121,WH17,626,50,20250925,20250925
121,WH18,317,50,20251120,20251120
121,WH19,385,50,20250922,20250922
121,WH20,463,50,20251120,20251120
122,WH01,342,50,20250921,20250921
122,WH02,743,50,20251120,20251120
122,WH03,232,50,20251120,20251120
122,WH04,826,50,20250921,20250921
122,WH05,431,50,20250921,20250921
122,WH06,602,50,20250927,20250927
122,WH07,285,50,20250922,20250922
122,WH08,434,50,20250921,20250921
122,WH09,752,50,20251120,20251120
122,WH10,358,50,20250922,20250922
122,WH11,257,50,20250921,20250921
122,WH12,561,50,20251120,20251120
122,WH13,273,50,20250921,20250921
122,WH14,403,50,20251120,20251120
122,WH15,515,50,20251120,20251120
122,WH16,592,50,20250921,20250921
122,WH17,648,50,20251120,20251120
122,WH18,700,50,20250922,20250922
122,WH19,823,50,20251120,20251120
122,WH20,198,50,20251120,20251120
123,WH01,421,50,20250922,20250922
123,WH02,135,50,20250921,20250921
123,WH03,160,50,20250925,20250925
123,WH04,292,50,20250922,20250922
123,WH05,608,50,20251120,20251120
123,WH06,871,50,20250921,20250921
123,WH07,763,50,20251120,20251120
123,WH08,653,50,20251120,20251120
123,WH09,766,50,20250922,20250922
123,WH10,284,50,20251120,20251120
123,WH11,816,50,20251120,20251120
123,WH12,866,50,20250921,20250921
123,WH13,205,50,20251120,20251120
123,WH14,523,50,20250921,20250921
123,WH15,799,50,20251120,20251120
123,WH16,512,50,20251120,20251120
123,WH17,823,50,20250921,20250921
123,WH18,891,50,20250926,20250926
123,WH19,532,50,20251120,20251120
123,WH20,196,50,20251120,20251120
124,WH01,418,50,20251120,20251120
124,WH02,323,50,20251120,20251120
124,WH03,518,50,20250923,20250923
124,WH04,606,50,20250921,20250921
124,WH05,514,50,20250921,20250921
124,WH06,298,50,20250922,20250922
124,WH07,370,50,20250921,20250921
124,WH08,677,50,20250921,20250921
124,WH09,186,50,20250921,20250921
124,WH10,322,50,20250922,20250922
124,WH11,860,50,20251120,20251120
124,WH12,225,50,20251120,20251120
124,WH13,486,50,20251120,20251120
124,WH14,300,50,20251120,20251120
124,WH15,232,50,20251120,20251120
124,WH16,468,50,20250921,20250921
124,WH17,562,50,20250923,20250923
124,WH18,282,50,20251120,20251120
124,WH19,185,50,20250921,20250921
124,WH20,248,50,20251120,20251120
125,WH01,657,50,20250923,20250923
125,WH02,825,50,20250923,20250923
125,WH03,291,50,20250921,20250921
125,WH04,394,50,20251120,20251120
125,WH05,406,50,20251120,20251120
125,WH06,427,50,20250922,20250922
125,WH07,332,50,20251120,20251120
125,WH08,180,50,20251120,20251120
125,WH09,566,50,20250921,20250921
125,WH10,434,50,20251120,20251120
125,WH11,422,50,20250922,20250922
125,WH12,359,50,20251120,20251120
125,WH13,882,50,20250921,20250921
125,WH14,646,50,20250926,20250926
125,WH15,474,50,20250921,20250921
125,WH16,307,50,20251120,20251120
125,WH17,770,50,20250923,20250923
125,WH18,835,50,20251120,20251120
125,WH19,169,50,20251120,20251120
125,WH20,891,50,20250921,20250921
126,WH01,706,50,20251120,20251120
126,WH02,228,50,20250921,20250921
126,WH03,739,50,20250922,20250922
126,WH04,221,50,20250922,20250922
126,WH05,203,50,20251120,20251120
126,WH06,233,50,20250921,20250921
126,WH07,516,50,20250921,20250921
126,WH08,635,50,20251120,20251120
126,WH09,469,50,20251120,20251120
126,WH10,255,50,20250923,20250923
126,WH11,310,50,20250922,20250922
126,WH12,816,50,20250923,20250923
126,WH13,920,50,20250922,20250922
126,WH14,750,50,20250924,20250924
126,WH15,211,50,20250923,20250923
126,WH16,797,50,20251120,20251120
126,WH17,709,50,20250921,20250921
126,WH18,565,50,20251120,20251120
126,WH19,259,50,20251120,20251120
126,WH20,953,50,20250921,20250921
127,WH01,495,50,20251120,20251120
127,WH02,167,50,20250922,20250922
