id_orders,id_store,id_suppliers
31079,ST020,19
31080,ST120,20
31081,ST001,1
31082,ST101,2
31083,ST002,3
31084,ST102,4
31085,ST003,5
31086,ST103,6
31087,ST004,7
31088,ST104,8
31089,ST005,9
31090,ST105,10
31091,ST006,11
31092,ST106,12
31093,ST007,13
31094,ST107,14
31095,ST008,15
31096,ST108,16
31097,ST009,17
31098,ST109,18
31099,ST010,19
31100,ST110,20
31101,ST011,1
31102,ST111,2
31103,ST012,3
31104,ST112,4
31105,ST013,5
31106,ST113,6
31107,ST014,7
31108,ST114,8
31109,ST015,9
31110,ST115,10
31111,ST016,11
31112,ST116,12
31113,ST017,13
31114,ST117,14
31115,ST018,15
31116,ST118,16
31117,ST019,17
31118,ST119,18
31119,ST020,19
31120,ST120,20
31121,ST001,1
31122,ST101,2
31123,ST002,3
31124,ST102,4
31125,ST003,5
31126,ST103,6
31127,ST004,7
31128,ST104,8
31129,ST005,9
31130,ST105,10
31131,ST006,11
31132,ST106,12
31133,ST007,13
31134,ST107,14
31135,ST008,15
31136,ST108,16
31137,ST009,17
31138,ST109,18
31139,ST010,19
31140,ST110,20
31141,ST011,1
31142,ST111,2
31143,ST012,3
31144,ST112,4
31145,ST013,5
31146,ST113,6
31147,ST014,7
31148,ST114,8
31149,ST015,9
31150,ST115,10
31151,ST016,11
31152,ST116,12
31153,ST017,13
31154,ST117,14
31155,ST018,15
31156,ST118,16
31157,ST019,17
31158,ST119,18
31159,ST020,19
31160,ST120,20
31161,ST001,1
31162,ST101,2
31163,ST002,3
31164,ST102,4
31165,ST003,5
31166,ST103,6
31167,ST004,7
31168,ST104,8
31169,ST005,9
31170,ST105,10
31171,ST006,11
31172,ST106,12
31173,ST007,13
31174,ST107,14
31175,ST008,15
31176,ST108,16
31177,ST009,17
31178,ST109,18
31179,ST010,19
31180,ST110,20
31181,ST011,1
31182,ST111,2
31183,ST012,3
31184,ST112,4
31185,ST013,5
31186,ST113,6
31187,ST014,7
31188,ST114,8
31189,ST015,9
31190,ST115,10
31191,ST016,11
31192,ST116,12
31193,ST017,13
31194,ST117,14
31195,ST018,15
31196,ST118,16
31197,ST019,17
31198,ST119,18
31199,ST020,19
31200,ST120,20
31201,ST001,1
31202,ST101,2
31203,ST002,3
31204,ST102,4
31205,ST003,5
31206,ST103,6
31207,ST004,7
31208,ST104,8
31209,ST005,9
31210,ST105,10
31211,ST006,11
31212,ST106,12
31213,ST007,13
31214,ST107,14
31215,ST008,15
31216,ST108,16
31217,ST009,17
31218,ST109,18
31219,ST010,19
31220,ST110,20
31221,ST011,1
31222,ST111,2
31223,ST012,3
31224,ST112,4
31225,ST013,5
31226,ST113,6
31227,ST014,7
31228,ST114,8
31229,ST015,9
31230,ST115,10
31231,ST016,11
31232,ST116,12
31233,ST017,13
31234,ST117,14
31235,ST018,15
31236,ST118,16
31237,ST019,17
31238,ST119,18
31239,ST020,19
31240,ST120,20
31241,ST001,1
31242,ST101,2
31243,ST002,3
31244,ST102,4
31245,ST003,5
31246,ST103,6
31247,ST004,7
31248,ST104,8
31249,ST005,9
31250,ST105,10
31251,ST006,11
31252,ST106,12
31253,ST007,13
31254,ST107,14
31255,ST008,15
31256,ST108,16
31257,ST009,17
31258,ST109,18
31259,ST010,19
31260,ST110,20
31261,ST011,1
31262,ST111,2
31263,ST012,3
31264,ST112,4
31265,ST013,5
31266,ST113,6
31267,ST014,7
31268,ST114,8
31269,ST015,9
31270,ST115,10
31271,ST016,11
31272,ST116,12
31273,ST017,13
31274,ST117,14
31275,ST018,15
31276,ST118,16
31277,ST019,17
31278,ST119,18
31279,ST020,19
31280,ST120,20
31281,ST001,1
31282,ST101,2
31283,ST002,3
31284,ST102,4
31285,ST003,5
31286,ST103,6
31287,ST004,7
31288,ST104,8
31289,ST005,9
31290,ST105,10
31291,ST006,11
31292,ST106,12
31293,ST007,13
31294,ST107,14
31295,ST008,15
31296,ST108,16
31297,ST009,17
31298,ST109,18
31299,ST010,19
31300,ST110,20
31301,ST011,1
31302,ST111,2
31303,ST012,3
31304,ST112,4
31305,ST013,5
31306,ST113,6
31307,ST014,7
31308,ST114,8
31309,ST015,9
31310,ST115,10
31311,ST016,11
31312,ST116,12
31313,ST017,13
31314,ST117,14
31315,ST018,15
31316,ST118,16
31317,ST019,17
31318,ST119,18
31319,ST020,19
31320,ST120,20
31321,ST001,1
31322,ST101,2
31323,ST002,3
31324,ST102,4
31325,ST003,5
31326,ST103,6
31327,ST004,7
31328,ST104,8
31329,ST005,9
31330,ST105,10
31331,ST006,11
31332,ST106,12
31333,ST007,13
31334,ST107,14
31335,ST008,15
31336,ST108,16
31337,ST009,17
31338,ST109,18
31339,ST010,19
31340,ST110,20
31341,ST011,1
31342,ST111,2
31343,ST012,3
31344,ST112,4
31345,ST013,5
31346,ST113,6
31347,ST014,7
31348,ST114,8
31349,ST015,9
31350,ST115,10
31351,ST016,11
31352,ST116,12
31353,ST017,13
31354,ST117,14
31355,ST018,15
31356,ST118,16
31357,ST019,17
31358,ST119,18
31359,ST020,19
31360,ST120,20
31361,ST001,1
31362,ST101,2
31363,ST002,3
31364,ST102,4
31365,ST003,5
31366,ST103,6
31367,ST004,7
31368,ST104,8
31369,ST005,9
31370,ST105,10
31371,ST006,11
31372,ST106,12
31373,ST007,13
31374,ST107,14
31375,ST008,15
31376,ST108,16
31377,ST009,17
31378,ST109,18
31379,ST010,19
31380,ST110,20
31381,ST011,1
31382,ST111,2
31383,ST012,3
31384,ST112,4
31385,ST013,5
31386,ST113,6
31387,ST014,7
31388,ST114,8
31389,ST015,9
31390,ST115,10
31391,ST016,11
31392,ST116,12
31393,ST017,13
31394,ST117,14
31395,ST018,15
31396,ST118,16
31397,ST019,17
31398,ST119,18
31399,ST020,19
31400,ST120,20
31401,ST001,1
31402,ST101,2
31403,ST002,3
31404,ST102,4
31405,ST003,5
31406,ST103,6
31407,ST004,7
31408,ST104,8
31409,ST005,9
31410,ST105,10
31411,ST006,11
31412,ST106,12
31413,ST007,13
31414,ST107,14
31415,ST008,15
31416,ST108,16
31417,ST009,17
31418,ST109,18
31419,ST010,19
31420,ST110,20
31421,ST011,1
31422,ST111,2
31423,ST012,3
31424,ST112,4
31425,ST013,5
31426,ST113,6
31427,ST014,7
31428,ST114,8
31429,ST015,9
31430,ST115,10
31431,ST016,11
31432,ST116,12
31433,ST017,13
31434,ST117,14
31435,ST018,15
31436,ST118,16
31437,ST019,17
31438,ST119,18
31439,ST020,19
31440,ST120,20
31441,ST001,1
31442,ST101,2
31443,ST002,3
31444,ST102,4
31445,ST003,5
31446,ST103,6
31447,ST004,7
31448,ST104,8
31449,ST005,9
31450,ST105,10
31451,ST006,11
31452,ST106,12
31453,ST007,13
31454,ST107,14
31455,ST008,15
31456,ST108,16
31457,ST009,17
31458,ST109,18
31459,ST010,19
31460,ST110,20
31461,ST011,1
31462,ST111,2
31463,ST012,3
31464,ST112,4
31465,ST013,5
31466,ST113,6
31467,ST014,7
31468,ST114,8
31469,ST015,9
31470,ST115,10
31471,ST016,11
31472,ST116,12
31473,ST017,13
31474,ST117,14
31475,ST018,15
31476,ST118,16
31477,ST019,17
31478,ST119,18
31479,ST020,19
31480,ST120,20
31481,ST001,1
31482,ST101,2
31483,ST002,3
31484,ST102,4
31485,ST003,5
31486,ST103,6
31487,ST004,7
31488,ST104,8
31489,ST005,9
31490,ST105,10
31491,ST006,11
31492,ST106,12
31493,ST007,13
31494,ST107,14
31495,ST008,15
31496,ST108,16
31497,ST009,17
31498,ST109,18
31499,ST010,19
31500,ST110,20
31501,ST011,1
31502,ST111,2
31503,ST012,3
31504,ST112,4
31505,ST013,5
31506,ST113,6
31507,ST014,7
31508,ST114,8
31509,ST015,9
31510,ST115,10
31511,ST016,11
31512,ST116,12
31513,ST017,13
31514,ST117,14
31515,ST018,15
31516,ST118,16
31517,ST019,17
31518,ST119,18
31519,ST020,19
31520,ST120,20
31521,ST001,1
31522,ST101,2
31523,ST002,3
31524,ST102,4
31525,ST003,5
31526,ST103,6
31527,ST004,7
31528,ST104,8
31529,ST005,9
31530,ST105,10
31531,ST006,11
31532,ST106,12
31533,ST007,13
31534,ST107,14
31535,ST008,15
31536,ST108,16
31537,ST009,17
31538,ST109,18
31539,ST010,19
31540,ST110,20
31541,ST011,1
31542,ST111,2
31543,ST012,3
31544,ST112,4
31545,ST013,5
31546,ST113,6
31547,ST014,7
31548,ST114,8
31549,ST015,9
31550,ST115,10
31551,ST016,11
31552,ST116,12
31553,ST017,13
31554,ST117,14
31555,ST018,15
31556,ST118,16
31557,ST019,17
31558,ST119,18
31559,ST020,19
31560,ST120,20
31561,ST001,1
31562,ST101,2
31563,ST002,3
31564,ST102,4
31565,ST003,5
31566,ST103,6
31567,ST004,7
31568,ST104,8
31569,ST005,9
31570,ST105,10
31571,ST006,11
31572,ST106,12
31573,ST007,13
31574,ST107,14
31575,ST008,15
31576,ST108,16
31577,ST009,17
31578,ST109,18
31579,ST010,19
31580,ST110,20
31581,ST011,1
31582,ST111,2
31583,ST012,3
31584,ST112,4
31585,ST013,5
31586,ST113,6
31587,ST014,7
31588,ST114,8
31589,ST015,9
31590,ST115,10
31591,ST016,11
31592,ST116,12
31593,ST017,13
31594,ST117,14
31595,ST018,15
31596,ST118,16
31597,ST019,17
31598,ST119,18
31599,ST020,19
31600,ST120,20
31601,ST001,1
31602,ST101,2
31603,ST002,3
31604,ST102,4
31605,ST003,5
31606,ST103,6
31607,ST004,7
31608,ST104,8
31609,ST005,9
31610,ST105,10
31611,ST006,11
31612,ST106,12
31613,ST007,13
31614,ST107,14
31615,ST008,15
31616,ST108,16
31617,ST009,17
31618,ST109,18
31619,ST010,19
31620,ST110,20
31621,ST011,1
31622,ST111,2
31623,ST012,3
31624,ST112,4
31625,ST013,5
31626,ST113,6
31627,ST014,7
31628,ST114,8
31629,ST015,9
31630,ST115,10
31631,ST016,11
31632,ST116,12
31633,ST017,13
31634,ST117,14
31635,ST018,15
31636,ST118,16
31637,ST019,17
31638,ST119,18
31639,ST020,19
31640,ST120,20
31641,ST001,1
31642,ST101,2
31643,ST002,3
31644,ST102,4
31645,ST003,5
31646,ST103,6
31647,ST004,7
31648,ST104,8
31649,ST005,9
31650,ST105,10
31651,ST006,11
31652,ST106,12
31653,ST007,13
31654,ST107,14
31655,ST008,15
31656,ST108,16
31657,ST009,17
31658,ST109,18
31659,ST010,19
31660,ST110,20
31661,ST011,1
31662,ST111,2
31663,ST012,3
31664,ST112,4
31665,ST013,5
31666,ST113,6
31667,ST014,7
31668,ST114,8
31669,ST015,9
31670,ST115,10
31671,ST016,11
31672,ST116,12
31673,ST017,13
31674,ST117,14
31675,ST018,15
31676,ST118,16
31677,ST019,17
31678,ST119,18
31679,ST020,19
31680,ST120,20
31681,ST001,1
31682,ST101,2
31683,ST002,3
31684,ST102,4
31685,ST003,5
31686,ST103,6
31687,ST004,7
31688,ST104,8
31689,ST005,9
31690,ST105,10
31691,ST006,11
31692,ST106,12
31693,ST007,13
31694,ST107,14
31695,ST008,15
31696,ST108,16
31697,ST009,17
31698,ST109,18
31699,ST010,19
31700,ST110,20
31701,ST011,1
31702,ST111,2
31703,ST012,3
31704,ST112,4
31705,ST013,5
31706,ST113,6
31707,ST014,7
31708,ST114,8
31709,ST015,9
31710,ST115,10
31711,ST016,11
31712,ST116,12
31713,ST017,13
31714,ST117,14
31715,ST018,15
31716,ST118,16
31717,ST019,17
31718,ST119,18
31719,ST020,19
31720,ST120,20
31721,ST001,1
31722,ST101,2
31723,ST002,3
31724,ST102,4
31725,ST003,5
31726,ST103,6
31727,ST004,7
31728,ST104,8
31729,ST005,9
31730,ST105,10
31731,ST006,11
31732,ST106,12
31733,ST007,13
31734,ST107,14
31735,ST008,15
31736,ST108,16
31737,ST009,17
31738,ST109,18
31739,ST010,19
31740,ST110,20
31741,ST011,1
31742,ST111,2
31743,ST012,3
31744,ST112,4
31745,ST013,5
31746,ST113,6
31747,ST014,7
31748,ST114,8
31749,ST015,9
31750,ST115,10
31751,ST016,11
31752,ST116,12
31753,ST017,13
31754,ST117,14
31755,ST018,15
31756,ST118,16
31757,ST019,17
31758,ST119,18
31759,ST020,19
31760,ST120,20
31761,ST001,1
31762,ST101,2
31763,ST002,3
31764,ST102,4
31765,ST003,5
31766,ST103,6
31767,ST004,7
31768,ST104,8
31769,ST005,9
31770,ST105,10
31771,ST006,11
31772,ST106,12
31773,ST007,13
31774,ST107,14
31775,ST008,15
31776,ST108,16
31777,ST009,17
31778,ST109,18
31779,ST010,19
31780,ST110,20
31781,ST011,1
31782,ST111,2
31783,ST012,3
31784,ST112,4
31785,ST013,5
31786,ST113,6
31787,ST014,7
31788,ST114,8
31789,ST015,9
31790,ST115,10
31791,ST016,11
31792,ST116,12
31793,ST017,13
31794,ST117,14
31795,ST018,15
31796,ST118,16
31797,ST019,17
31798,ST119,18
31799,ST020,19
31800,ST120,20
31801,ST001,1
31802,ST101,2
31803,ST002,3
31804,ST102,4
31805,ST003,5
31806,ST103,6
31807,ST004,7
31808,ST104,8
31809,ST005,9
31810,ST105,10
31811,ST006,11
31812,ST106,12
31813,ST007,13
31814,ST107,14
31815,ST008,15
31816,ST108,16
31817,ST009,17
31818,ST109,18
31819,ST010,19
31820,ST110,20
31821,ST011,1
31822,ST111,2
31823,ST012,3
31824,ST112,4
31825,ST013,5
31826,ST113,6
31827,ST014,7
31828,ST114,8
31829,ST015,9
31830,ST115,10
31831,ST016,11
31832,ST116,12
31833,ST017,13
31834,ST117,14
31835,ST018,15
31836,ST118,16
31837,ST019,17
31838,ST119,18
31839,ST020,19
31840,ST120,20
31841,ST001,1
31842,ST101,2
31843,ST002,3
31844,ST102,4
31845,ST003,5
31846,ST103,6
31847,ST004,7
31848,ST104,8
31849,ST005,9
31850,ST105,10
31851,ST006,11
31852,ST106,12
31853,ST007,13
31854,ST107,14
31855,ST008,15
31856,ST108,16
31857,ST009,17
31858,ST109,18
31859,ST010,19
31860,ST110,20
31861,ST011,1
31862,ST111,2
31863,ST012,3
31864,ST112,4
31865,ST013,5
31866,ST113,6
31867,ST014,7
31868,ST114,8
31869,ST015,9
31870,ST115,10
31871,ST016,11
31872,ST116,12
31873,ST017,13
31874,ST117,14
31875,ST018,15
31876,ST118,16
31877,ST019,17
31878,ST119,18
31879,ST020,19
31880,ST120,20
31881,ST001,1
31882,ST101,2
31883,ST002,3
31884,ST102,4
31885,ST003,5
31886,ST103,6
31887,ST004,7
31888,ST104,8
31889,ST005,9
31890,ST105,10
31891,ST006,11
31892,ST106,12
31893,ST007,13
31894,ST107,14
31895,ST008,15
31896,ST108,16
31897,ST009,17
31898,ST109,18
31899,ST010,19
31900,ST110,20
31901,ST011,1
31902,ST111,2
31903,ST012,3
31904,ST112,4
31905,ST013,5
31906,ST113,6
31907,ST014,7
31908,ST114,8
31909,ST015,9
31910,ST115,10
31911,ST016,11
31912,ST116,12
31913,ST017,13
31914,ST117,14
31915,ST018,15
31916,ST118,16
31917,ST019,17
31918,ST119,18
31919,ST020,19
31920,ST120,20
31921,ST001,1
31922,ST101,2
31923,ST002,3
31924,ST102,4
31925,ST003,5
31926,ST103,6
31927,ST004,7
31928,ST104,8
31929,ST005,9
31930,ST105,10
31931,ST006,11
31932,ST106,12
31933,ST007,13
31934,ST107,14
31935,ST008,15
31936,ST108,16
31937,ST009,17
31938,ST109,18
31939,ST010,19
31940,ST110,20
31941,ST011,1
31942,ST111,2
31943,ST012,3
31944,ST112,4
31945,ST013,5
31946,ST113,6
31947,ST014,7
31948,ST114,8
31949,ST015,9
31950,ST115,10
31951,ST016,11
31952,ST116,12
31953,ST017,13
31954,ST117,14
31955,ST018,15
31956,ST118,16
31957,ST019,17
31958,ST119,18
31959,ST020,19
31960,ST120,20
31961,ST001,1
31962,ST101,2
31963,ST002,3
31964,ST102,4
31965,ST003,5
31966,ST103,6
31967,ST004,7
31968,ST104,8
31969,ST005,9
31970,ST105,10
31971,ST006,11
31972,ST106,12
31973,ST007,13
31974,ST107,14
31975,ST008,15
31976,ST108,16
31977,ST009,17
31978,ST109,18
31979,ST010,19
31980,ST110,20
31981,ST011,1
31982,ST111,2
31983,ST012,3
31984,ST112,4
31985,ST013,5
31986,ST113,6
31987,ST014,7
31988,ST114,8
31989,ST015,9
31990,ST115,10
31991,ST016,11
31992,ST116,12
31993,ST017,13
31994,ST117,14
31995,ST018,15
31996,ST118,16
31997,ST019,17
31998,ST119,18
31999,ST020,19
32000,ST120,20
32001,ST001,1
32002,ST101,2
32003,ST002,3
32004,ST102,4
32005,ST003,5
32006,ST103,6
32007,ST004,7
32008,ST104,8
32009,ST005,9
32010,ST105,10
32011,ST006,11
32012,ST106,12
32013,ST007,13
32014,ST107,14
32015,ST008,15
32016,ST108,16
32017,ST009,17
32018,ST109,18
32019,ST010,19
32020,ST110,20
32021,ST011,1
32022,ST111,2
32023,ST012,3
32024,ST112,4
32025,ST013,5
32026,ST113,6
32027,ST014,7
32028,ST114,8
32029,ST015,9
32030,ST115,10
32031,ST016,11
32032,ST116,12
32033,ST017,13
32034,ST117,14
32035,ST018,15
32036,ST118,16
32037,ST019,17
32038,ST119,18
32039,ST020,19
32040,ST120,20
32041,ST001,1
32042,ST101,2
32043,ST002,3
32044,ST102,4
32045,ST003,5
32046,ST103,6
32047,ST004,7
32048,ST104,8
32049,ST005,9
32050,ST105,10
32051,ST006,11
32052,ST106,12
32053,ST007,13
32054,ST107,14
32055,ST008,15
32056,ST108,16
32057,ST009,17
32058,ST109,18
32059,ST010,19
32060,ST110,20
32061,ST011,1
32062,ST111,2
32063,ST012,3
32064,ST112,4
32065,ST013,5
32066,ST113,6
32067,ST014,7
32068,ST114,8
32069,ST015,9
32070,ST115,10
32071,ST016,11
32072,ST116,12
32073,ST017,13
32074,ST117,14
32075,ST018,15
32076,ST118,16
32077,ST019,17
32078,ST119,18
32079,ST020,19
32080,ST120,20
32081,ST001,1
32082,ST101,2
32083,ST002,3
32084,ST102,4
32085,ST003,5
32086,ST103,6
32087,ST004,7
32088,ST104,8
32089,ST005,9
32090,ST105,10
32091,ST006,11
32092,ST106,12
32093,ST007,13
32094,ST107,14
32095,ST008,15
32096,ST108,16
32097,ST009,17
32098,ST109,18
32099,ST010,19
32100,ST110,20
32101,ST011,1
32102,ST111,2
32103,ST012,3
32104,ST112,4
32105,ST013,5
32106,ST113,6
32107,ST014,7
32108,ST114,8
32109,ST015,9
32110,ST115,10
32111,ST016,11
32112,ST116,12
32113,ST017,13
32114,ST117,14
32115,ST018,15
32116,ST118,16
32117,ST019,17
32118,ST119,18
32119,ST020,19
32120,ST120,20
32121,ST001,1
32122,ST101,2
32123,ST002,3
32124,ST102,4
32125,ST003,5
32126,ST103,6
32127,ST004,7
32128,ST104,8
32129,ST005,9
32130,ST105,10
32131,ST006,11
32132,ST106,12
32133,ST007,13
32134,ST107,14
32135,ST008,15
32136,ST108,16
32137,ST009,17
32138,ST109,18
32139,ST010,19
32140,ST110,20
32141,ST011,1
32142,ST111,2
32143,ST012,3
32144,ST112,4
32145,ST013,5
32146,ST113,6
32147,ST014,7
32148,ST114,8
32149,ST015,9
32150,ST115,10
32151,ST016,11
32152,ST116,12
32153,ST017,13
32154,ST117,14
32155,ST018,15
32156,ST118,16
32157,ST019,17
32158,ST119,18
32159,ST020,19
32160,ST120,20
32161,ST001,1
32162,ST101,2
32163,ST002,3
32164,ST102,4
32165,ST003,5
32166,ST103,6
32167,ST004,7
32168,ST104,8
32169,ST005,9
32170,ST105,10
32171,ST006,11
32172,ST106,12
32173,ST007,13
32174,ST107,14
32175,ST008,15
32176,ST108,16
32177,ST009,17
32178,ST109,18
32179,ST010,19
32180,ST110,20
32181,ST011,1
32182,ST111,2
32183,ST012,3
32184,ST112,4
32185,ST013,5
32186,ST113,6
32187,ST014,7
32188,ST114,8
32189,ST015,9
32190,ST115,10
32191,ST016,11
32192,ST116,12
32193,ST017,13
32194,ST117,14
32195,ST018,15
32196,ST118,16
32197,ST019,17
32198,ST119,18
32199,ST020,19
32200,ST120,20
32201,ST001,1
32202,ST101,2
32203,ST002,3
32204,ST102,4
32205,ST003,5
32206,ST103,6
32207,ST004,7
32208,ST104,8
32209,ST005,9
32210,ST105,10
32211,ST006,11
32212,ST106,12
32213,ST007,13
32214,ST107,14
32215,ST008,15
32216,ST108,16
32217,ST009,17
32218,ST109,18
32219,ST010,19
32220,ST110,20
32221,ST011,1
32222,ST111,2
32223,ST012,3
32224,ST112,4
32225,ST013,5
32226,ST113,6
32227,ST014,7
32228,ST114,8
32229,ST015,9
32230,ST115,10
32231,ST016,11
32232,ST116,12
32233,ST017,13
32234,ST117,14
32235,ST018,15
32236,ST118,16
32237,ST019,17
32238,ST119,18
32239,ST020,19
32240,ST120,20
32241,ST001,1
32242,ST101,2
32243,ST002,3
32244,ST102,4
32245,ST003,5
32246,ST103,6
32247,ST004,7
32248,ST104,8
32249,ST005,9
32250,ST105,10
32251,ST006,11
32252,ST106,12
32253,ST007,13
32254,ST107,14
32255,ST008,15
32256,ST108,16
32257,ST009,17
32258,ST109,18
32259,ST010,19
32260,ST110,20
32261,ST011,1
32262,ST111,2
32263,ST012,3
32264,ST112,4
32265,ST013,5
32266,ST113,6
32267,ST014,7
32268,ST114,8
32269,ST015,9
32270,ST115,10
32271,ST016,11
32272,ST116,12
32273,ST017,13
32274,ST117,14
32275,ST018,15
32276,ST118,16
32277,ST019,17
32278,ST119,18
32279,ST020,19
32280,ST120,20
32281,ST001,1
32282,ST101,2
32283,ST002,3
32284,ST102,4
32285,ST003,5
32286,ST103,6
32287,ST004,7
32288,ST104,8
32289,ST005,9
32290,ST105,10
32291,ST006,11
32292,ST106,12
32293,ST007,13
32294,ST107,14
32295,ST008,15
32296,ST108,16
32297,ST009,17
32298,ST109,18
32299,ST010,19
32300,ST110,20
32301,ST011,1
32302,ST111,2
32303,ST012,3
32304,ST112,4
32305,ST013,5
32306,ST113,6
32307,ST014,7
32308,ST114,8
32309,ST015,9
32310,ST115,10
32311,ST016,11
32312,ST116,12
32313,ST017,13
32314,ST117,14
32315,ST018,15
32316,ST118,16
32317,ST019,17
32318,ST119,18
32319,ST020,19
32320,ST120,20
32321,ST001,1
32322,ST101,2
32323,ST002,3
32324,ST102,4
32325,ST003,5
32326,ST103,6
32327,ST004,7
32328,ST104,8
32329,ST005,9
32330,ST105,10
32331,ST006,11
32332,ST106,12
32333,ST007,13
32334,ST107,14
32335,ST008,15
32336,ST108,16
32337,ST009,17
32338,ST109,18
32339,ST010,19
32340,ST110,20
32341,ST011,1
32342,ST111,2
32343,ST012,3
32344,ST112,4
32345,ST013,5
32346,ST113,6
32347,ST014,7
32348,ST114,8
32349,ST015,9
32350,ST115,10
32351,ST016,11
32352,ST116,12
32353,ST017,13
32354,ST117,14
32355,ST018,15
32356,ST118,16
32357,ST019,17
32358,ST119,18
32359,ST020,19
32360,ST120,20
32361,ST001,1
32362,ST101,2
32363,ST002,3
32364,ST102,4
32365,ST003,5
32366,ST103,6
32367,ST004,7
32368,ST104,8
32369,ST005,9
32370,ST105,10
32371,ST006,11
32372,ST106,12
32373,ST007,13
32374,ST107,14
32375,ST008,15
32376,ST108,16
32377,ST009,17
32378,ST109,18
32379,ST010,19
32380,ST110,20
32381,ST011,1
32382,ST111,2
32383,ST012,3
32384,ST112,4
32385,ST013,5
32386,ST113,6
32387,ST014,7
32388,ST114,8
32389,ST015,9
32390,ST115,10
32391,ST016,11
32392,ST116,12
32393,ST017,13
32394,ST117,14
32395,ST018,15
32396,ST118,16
32397,ST019,17
32398,ST119,18
32399,ST020,19
32400,ST120,20
32401,ST001,1
32402,ST101,2
32403,ST002,3
32404,ST102,4
32405,ST003,5
32406,ST103,6
32407,ST004,7
32408,ST104,8
32409,ST005,9
32410,ST105,10
32411,ST006,11
32412,ST106,12
32413,ST007,13
32414,ST107,14
32415,ST008,15
32416,ST108,16
32417,ST009,17
32418,ST109,18
32419,ST010,19
32420,ST110,20
32421,ST011,1
32422,ST111,2
32423,ST012,3
32424,ST112,4
32425,ST013,5
32426,ST113,6
32427,ST014,7
32428,ST114,8
32429,ST015,9
32430,ST115,10
32431,ST016,11
32432,ST116,12
32433,ST017,13
32434,ST117,14
32435,ST018,15
32436,ST118,16
32437,ST019,17
32438,ST119,18
32439,ST020,19
32440,ST120,20
32441,ST001,1
32442,ST101,2
32443,ST002,3
32444,ST102,4
32445,ST003,5
32446,ST103,6
32447,ST004,7
32448,ST104,8
32449,ST005,9
32450,ST105,10
32451,ST006,11
32452,ST106,12
32453,ST007,13
32454,ST107,14
32455,ST008,15
32456,ST108,16
32457,ST009,17
32458,ST109,18
32459,ST010,19
32460,ST110,20
32461,ST011,1
32462,ST111,2
32463,ST012,3
32464,ST112,4
32465,ST013,5
32466,ST113,6
32467,ST014,7
32468,ST114,8
32469,ST015,9
32470,ST115,10
32471,ST016,11
32472,ST116,12
32473,ST017,13
32474,ST117,14
32475,ST018,15
32476,ST118,16
32477,ST019,17
32478,ST119,18
32479,ST020,19
32480,ST120,20
32481,ST001,1
32482,ST101,2
32483,ST002,3
32484,ST102,4
32485,ST003,5
32486,ST103,6
32487,ST004,7
32488,ST104,8
32489,ST005,9
32490,ST105,10
32491,ST006,11
32492,ST106,12
32493,ST007,13
32494,ST107,14
32495,ST008,15
32496,ST108,16
32497,ST009,17
32498,ST109,18
32499,ST010,19
32500,ST110,20
32501,ST011,1
32502,ST111,2
32503,ST012,3
32504,ST112,4
32505,ST013,5
32506,ST113,6
32507,ST014,7
32508,ST114,8
32509,ST015,9
32510,ST115,10
32511,ST016,11
32512,ST116,12
32513,ST017,13
32514,ST117,14
32515,ST018,15
32516,ST118,16
32517,ST019,17
32518,ST119,18
32519,ST020,19
32520,ST120,20
32521,ST001,1
32522,ST101,2
32523,ST002,3
32524,ST102,4
32525,ST003,5
32526,ST103,6
32527,ST004,7
32528,ST104,8
32529,ST005,9
32530,ST105,10
32531,ST006,11
32532,ST106,12
32533,ST007,13
32534,ST107,14
32535,ST008,15
32536,ST108,16
32537,ST009,17
32538,ST109,18
32539,ST010,19
32540,ST110,20
32541,ST011,1
32542,ST111,2
32543,ST012,3
32544,ST112,4
32545,ST013,5
32546,ST113,6
32547,ST014,7
32548,ST114,8
32549,ST015,9
32550,ST115,10
32551,ST016,11
32552,ST116,12
32553,ST017,13
32554,ST117,14
32555,ST018,15
32556,ST118,16
32557,ST019,17
32558,ST119,18
32559,ST020,19
32560,ST120,20
32561,ST001,1
32562,ST101,2
32563,ST002,3
32564,ST102,4
32565,ST003,5
32566,ST103,6
32567,ST004,7
32568,ST104,8
32569,ST005,9
32570,ST105,10
32571,ST006,11
32572,ST106,12
32573,ST007,13
32574,ST107,14
32575,ST008,15
32576,ST108,16
32577,ST009,17
32578,ST109,18
32579,ST010,19
32580,ST110,20
32581,ST011,1
32582,ST111,2
32583,ST012,3
32584,ST112,4
32585,ST013,5
32586,ST113,6
32587,ST014,7
32588,ST114,8
32589,ST015,9
32590,ST115,10
32591,ST016,11
32592,ST116,12
32593,ST017,13
32594,ST117,14
32595,ST018,15
32596,ST118,16
32597,ST019,17
32598,ST119,18
32599,ST020,19
32600,ST120,20
32601,ST001,1
32602,ST101,2
32603,ST002,3
32604,ST102,4
32605,ST003,5
32606,ST103,6
32607,ST004,7
32608,ST104,8
32609,ST005,9
32610,ST105,10
32611,ST006,11
32612,ST106,12
32613,ST007,13
32614,ST107,14
32615,ST008,15
32616,ST108,16
32617,ST009,17
32618,ST109,18
32619,ST010,19
32620,ST110,20
32621,ST011,1
32622,ST111,2
32623,ST012,3
32624,ST112,4
32625,ST013,5
32626,ST113,6
32627,ST014,7
32628,ST114,8
32629,ST015,9
32630,ST115,10
32631,ST016,11
