id_returns,id_orders,id_dim_date_returned,reason
4637,30944,20251110,Product Defect
4638,30953,20251111,Not As Described
4639,30959,20251110,Not As Described
4640,30967,20251110,Not As Described
4641,30974,20251110,Leaking Bottle
4642,30985,20251110,Late Delivery
4643,31003,20251110,Broken Seal
4644,31021,20251110,Not As Described
4645,31028,20251110,Damaged
4646,31032,20251110,Customer Refused
4647,31044,20251110,Damaged
4648,31052,20251110,Wrong Item
4649,31056,20251111,Product Defect
4650,31059,20251111,Late Delivery
4651,31064,20251110,Late Delivery
4652,31080,20251110,Product Defect
4653,31082,20251110,Product Defect
4654,31087,20251110,Wrong Item
4655,31096,20251110,Product Defect
4656,31103,20251110,Customer Refused
4657,31115,20251111,Damaged
4658,31123,20251111,Late Delivery
4659,31125,20251110,Late Delivery
4660,31129,20251110,Not As Described
4661,31135,20251110,Damaged
4662,31149,20251110,Damaged
4663,31150,20251110,Leaking Bottle
4664,31153,20251110,Damaged
4665,31161,20251110,Wrong Item
4666,31164,20251110,Broken Seal
4667,31170,20251110,Wrong Item
4668,31171,20251110,Not As Described
4669,31182,20251110,Not As Described
4670,31185,20251110,Late Delivery
4671,31190,20251110,Damaged
4672,31191,20251110,Damaged
4673,31193,20251110,Damaged
4674,31223,20251111,Wrong Item
4675,31224,20251110,Damaged
4676,31236,20251110,Wrong Item
4677,31249,20251110,Wrong Item
4678,31250,20251110,Leaking Bottle
4679,31253,20251111,Late Delivery
4680,31271,20251110,Damaged
4681,31285,20251110,Damaged
4682,31288,20251110,Damaged
4683,31291,20251110,Damaged
4684,31292,20251110,Late Delivery
4685,31294,20251110,Customer Refused
4686,31303,20251110,Leaking Bottle
4687,31308,20251110,Damaged
4688,31314,20251110,Product Defect
4689,31315,20251111,Customer Refused
4690,31319,20251110,Product Defect
4691,31330,20251110,Product Defect
4692,31332,20251110,Product Defect
4693,31333,20251110,Leaking Bottle
4694,31336,20251110,Damaged
4695,31349,20251110,Wrong Item
4696,31354,20251110,Customer Refused
4697,31361,20251110,Product Defect
4698,31368,20251110,Product Defect
4699,31372,20251110,Late Delivery
4700,31394,20251110,Not As Described
4701,31397,20251110,Product Defect
4702,31406,20251110,Leaking Bottle
4703,31413,20251110,Customer Refused
4704,31421,20251110,Damaged
4705,31425,20251110,Not As Described
4706,31438,20251110,Not As Described
4707,31451,20251110,Late Delivery
4708,31453,20251110,Not As Described
4709,31455,20251110,Broken Seal
4710,31456,20251110,Late Delivery
4711,31476,20251110,Not As Described
4712,31482,20251110,Wrong Item
4713,31486,20251110,Wrong Item
4714,31489,20251110,Damaged
4715,31518,20251112,Damaged
4716,31523,20251111,Damaged
4717,31532,20251110,Product Defect
4718,31535,20251110,Damaged
4719,31538,20251110,Product Defect
4720,31542,20251110,Customer Refused
4721,31545,20251110,Not As Described
4722,31548,20251110,Wrong Item
4723,31549,20251111,Product Defect
4724,31551,20251110,Damaged
4725,31558,20251110,Customer Refused
4726,31561,20251110,Leaking Bottle
4727,31566,20251110,Damaged
4728,31569,20251110,Product Defect
4729,31583,20251110,Not As Described
4730,31597,20251110,Product Defect
4731,31599,20251110,Leaking Bottle
4732,31601,20251110,Broken Seal
4733,31613,20251110,Wrong Item
4734,31615,20251110,Damaged
4735,31628,20251110,Customer Refused
4736,31640,20251110,Product Defect
4737,31648,20251110,Product Defect
4738,31654,20251110,Not As Described
4739,31692,20251110,Late Delivery
4740,31693,20251110,Leaking Bottle
4741,31696,20251110,Damaged
4742,31700,20251110,Wrong Item
4743,31703,20251110,Wrong Item
4744,31732,20251111,Damaged
4745,31738,20251110,Damaged
4746,31741,20251110,Leaking Bottle
4747,31744,20251110,Broken Seal
4748,31748,20251110,Not As Described
4749,31766,20251110,Not As Described
4750,31767,20251110,Customer Refused
4751,31782,20251111,Wrong Item
4752,31783,20251110,Wrong Item
4753,31788,20251111,Wrong Item
4754,31804,20251110,Product Defect
4755,31807,20251110,Product Defect
4756,31814,20251111,Broken Seal
4757,31824,20251110,Not As Described
4758,31827,20251110,Broken Seal
4759,31828,20251110,Broken Seal
4760,31831,20251110,Leaking Bottle
4761,31832,20251110,Late Delivery
4762,31835,20251110,Wrong Item
4763,31837,20251110,Broken Seal
4764,31838,20251110,Damaged
4765,31841,20251110,Damaged
4766,31861,20251111,Damaged
4767,31866,20251110,Late Delivery
4768,31868,20251110,Damaged
4769,31871,20251111,Not As Described
4770,31874,20251110,Customer Refused
4771,31879,20251110,Damaged
4772,31907,20251110,Wrong Item
4773,31915,20251110,Wrong Item
4774,31926,20251112,Not As Described
4775,31928,20251110,Product Defect
4776,31933,20251111,Not As Described
4777,31938,20251110,Broken Seal
4778,31939,20251110,Late Delivery
4779,31945,20251110,Damaged
4780,31950,20251110,Late Delivery
4781,31951,20251110,Product Defect
4782,31959,20251110,Not As Described
4783,31961,20251110,Damaged
4784,31964,20251110,Wrong Item
4785,31971,20251110,Wrong Item
4786,31972,20251110,Leaking Bottle
4787,31973,20251110,Wrong Item
4788,31974,20251110,Customer Refused
4789,31983,20251110,Damaged
4790,31988,20251110,Not As Described
4791,31995,20251110,Not As Described
4792,32008,20251110,Customer Refused
4793,32011,20251110,Customer Refused
4794,32015,20251110,Customer Refused
4795,32019,20251111,Customer Refused
4796,32033,20251111,Late Delivery
4797,32044,20251110,Wrong Item
4798,32079,20251110,Product Defect
4799,32081,20251110,Not As Described
4800,32084,20251110,Not As Described
4801,32095,20251111,Damaged
4802,32099,20251110,Damaged
4803,32105,20251110,Wrong Item
4804,32110,20251110,Customer Refused
4805,32120,20251110,Customer Refused
4806,32123,20251110,Wrong Item
4807,32134,20251110,Not As Described
4808,32145,20251111,Customer Refused
4809,32147,20251110,Damaged
4810,32176,20251110,Broken Seal
4811,32178,20251110,Damaged
4812,32186,20251111,Wrong Item
4813,32193,20251110,Damaged
4814,32194,20251110,Broken Seal
4815,32202,20251111,Damaged
4816,32206,20251110,Not As Described
4817,32216,20251110,Damaged
4818,32217,20251110,Damaged
4819,32227,20251110,Not As Described
4820,32229,20251110,Damaged
4821,32233,20251110,Wrong Item
4822,32234,20251110,Late Delivery
4823,32236,20251110,Product Defect
4824,32241,20251110,Late Delivery
4825,32244,20251110,Broken Seal
4826,32250,20251110,Damaged
4827,32257,20251110,Leaking Bottle
4828,32282,20251110,Broken Seal
4829,32285,20251110,Not As Described
4830,32296,20251110,Not As Described
4831,32299,20251110,Damaged
4832,32300,20251112,Late Delivery
4833,32309,20251110,Late Delivery
4834,32314,20251110,Product Defect
4835,32315,20251110,Wrong Item
4836,32316,20251110,Late Delivery
4837,32317,20251111,Damaged
4838,32323,20251110,Not As Described
4839,32332,20251110,Damaged
4840,32342,20251110,Not As Described
4841,32344,20251110,Product Defect
4842,32345,20251110,Wrong Item
4843,32348,20251110,Product Defect
4844,32355,20251110,Late Delivery
4845,32360,20251110,Wrong Item
4846,32366,20251110,Broken Seal
4847,32374,20251110,Customer Refused
4848,32376,20251110,Wrong Item
4849,32394,20251110,Leaking Bottle
4850,32396,20251111,Damaged
4851,32400,20251110,Customer Refused
4852,32405,20251110,Leaking Bottle
4853,32408,20251110,Customer Refused
4854,32416,20251111,Damaged
4855,32419,20251111,Not As Described
4856,32440,20251110,Product Defect
4857,32445,20251110,Damaged
4858,32460,20251110,Not As Described
4859,32467,20251110,Wrong Item
4860,32480,20251110,Leaking Bottle
4861,32487,20251111,Damaged
4862,32488,20251110,Not As Described
4863,32501,20251110,Wrong Item
4864,32505,20251110,Damaged
4865,32506,20251110,Product Defect
4866,32523,20251112,Wrong Item
4867,32529,20251110,Customer Refused
4868,32533,20251110,Product Defect
4869,32554,20251110,Late Delivery
4870,32557,20251110,Damaged
4871,32569,20251110,Product Defect
4872,32572,20251110,Not As Described
4873,32585,20251111,Product Defect
4874,32589,20251112,Late Delivery
4875,32590,20251110,Not As Described
4876,32593,20251110,Leaking Bottle
4877,32602,20251110,Wrong Item
4878,32606,20251111,Damaged
4879,32608,20251110,Customer Refused
4880,32610,20251110,Damaged
4881,32611,20251110,Broken Seal
4882,32620,20251110,Product Defect
4883,32622,20251110,Wrong Item
4884,32627,20251110,Wrong Item
4885,32628,20251110,Wrong Item
4886,32631,20251110,Damaged
4887,32636,20251110,Late Delivery
4888,32643,20251110,Damaged
4889,32648,20251110,Not As Described
4890,32667,20251109,Product Defect
4891,32669,20251109,Leaking Bottle
4892,32673,20251109,Late Delivery
4893,32686,20251110,Customer Refused
4894,32689,20251109,Not As Described
4895,32690,20251110,Not As Described
4896,32723,20251109,Wrong Item
4897,32725,20251109,Wrong Item
4898,32732,20251109,Late Delivery
4899,32741,20251109,Not As Described
4900,32745,20251110,Damaged
4901,32759,20251109,Damaged
4902,32761,20251109,Leaking Bottle
4903,32765,20251109,Leaking Bottle
4904,32766,20251109,Leaking Bottle
4905,32769,20251109,Damaged
4906,32774,20251110,Late Delivery
4907,32780,20251109,Product Defect
4908,32789,20251109,Product Defect
4909,32793,20251109,Late Delivery
4910,32795,20251110,Damaged
4911,32814,20251109,Damaged
4912,32828,20251109,Damaged
4913,32836,20251109,Not As Described
4914,32840,20251109,Not As Described
4915,32871,20251109,Product Defect
4916,32875,20251109,Damaged
4917,32877,20251110,Wrong Item
4918,32880,20251109,Damaged
4919,32887,20251109,Damaged
4920,32898,20251110,Damaged
4921,32904,20251109,Late Delivery
4922,32909,20251110,Wrong Item
4923,32935,20251109,Not As Described
4924,32936,20251109,Product Defect
4925,32941,20251109,Customer Refused
4926,32962,20251109,Customer Refused
4927,32963,20251109,Not As Described
4928,32979,20251109,Leaking Bottle
4929,32983,20251109,Damaged
4930,32987,20251109,Damaged
4931,32990,20251109,Product Defect
4932,32995,20251109,Wrong Item
4933,32998,20251109,Leaking Bottle
4934,33008,20251109,Damaged
4935,33018,20251109,Damaged
4936,33021,20251109,Customer Refused
4937,33024,20251109,Wrong Item
4938,33025,20251109,Product Defect
4939,33028,20251109,Not As Described
4940,33040,20251109,Late Delivery
4941,33048,20251109,Customer Refused
4942,33050,20251109,Customer Refused
4943,33054,20251109,Leaking Bottle
4944,33056,20251109,Customer Refused
4945,33067,20251109,Late Delivery
4946,33069,20251109,Product Defect
4947,33072,20251109,Broken Seal
4948,33084,20251110,Leaking Bottle
4949,33086,20251109,Not As Described
4950,33087,20251110,Product Defect
4951,33099,20251109,Product Defect
4952,33104,20251111,Not As Described
4953,33109,20251109,Damaged
4954,33132,20251109,Damaged
4955,33139,20251109,Damaged
4956,33142,20251109,Damaged
4957,33145,20251109,Product Defect
4958,33146,20251109,Product Defect
4959,33166,20251109,Broken Seal
4960,33168,20251109,Broken Seal
4961,33178,20251109,Product Defect
4962,33182,20251109,Not As Described
4963,33186,20251109,Damaged
4964,33187,20251109,Not As Described
4965,33190,20251109,Wrong Item
4966,33195,20251109,Damaged
4967,33196,20251109,Damaged
4968,33197,20251110,Late Delivery
4969,33209,20251109,Product Defect
4970,33213,20251109,Not As Described
4971,33237,20251110,Leaking Bottle
4972,33246,20251109,Damaged
4973,33249,20251110,Damaged
4974,33263,20251109,Product Defect
4975,33264,20251109,Not As Described
4976,33274,20251109,Product Defect
4977,33275,20251109,Broken Seal
4978,33277,20251109,Damaged
4979,33286,20251109,Product Defect
4980,33293,20251109,Leaking Bottle
4981,33296,20251109,Wrong Item
4982,33299,20251109,Damaged
4983,33300,20251109,Late Delivery
4984,33304,20251109,Broken Seal
4985,33319,20251109,Leaking Bottle
4986,33325,20251109,Product Defect
4987,33327,20251109,Broken Seal
4988,33330,20251109,Leaking Bottle
4989,33333,20251109,Product Defect
4990,33335,20251109,Not As Described
4991,33339,20251109,Damaged
4992,33351,20251109,Not As Described
4993,33356,20251109,Damaged
4994,33365,20251109,Damaged
4995,33367,20251109,Broken Seal
4996,33368,20251110,Wrong Item
4997,33370,20251109,Late Delivery
4998,33372,20251109,Damaged
4999,33375,20251109,Product Defect
5000,33384,20251109,Damaged
5001,33390,20251109,Broken Seal
5002,33409,20251109,Wrong Item
5003,33410,20251109,Damaged
5004,33418,20251109,Customer Refused
5005,33428,20251109,Damaged
5006,33431,20251109,Leaking Bottle
5007,33459,20251109,Product Defect
5008,33477,20251109,Broken Seal
5009,33482,20251109,Wrong Item
5010,33493,20251110,Damaged
5011,33496,20251109,Not As Described
5012,33504,20251109,Customer Refused
5013,33513,20251109,Wrong Item
5014,33514,20251109,Damaged
5015,33517,20251109,Product Defect
5016,33522,20251110,Not As Described
5017,33524,20251109,Damaged
5018,33532,20251109,Broken Seal
5019,33536,20251109,Damaged
5020,33539,20251109,Not As Described
5021,33540,20251109,Late Delivery
5022,33548,20251109,Wrong Item
5023,33551,20251109,Not As Described
5024,33555,20251109,Broken Seal
5025,33556,20251110,Broken Seal
5026,33558,20251109,Product Defect
5027,33561,20251109,Wrong Item
5028,33563,20251109,Product Defect
5029,33567,20251109,Wrong Item
5030,33571,20251109,Customer Refused
5031,33577,20251109,Damaged
5032,33587,20251109,Not As Described
5033,33591,20251109,Wrong Item
5034,33593,20251109,Product Defect
5035,33600,20251109,Product Defect
5036,33606,20251109,Customer Refused
5037,33608,20251109,Late Delivery
5038,33620,20251109,Broken Seal
5039,33622,20251109,Customer Refused
5040,33623,20251109,Damaged
5041,33624,20251109,Wrong Item
5042,33625,20251109,Wrong Item
5043,33632,20251110,Customer Refused
5044,33633,20251109,Not As Described
5045,33656,20251109,Damaged
5046,33664,20251109,Customer Refused
5047,33667,20251109,Leaking Bottle
5048,33699,20251109,Damaged
5049,33700,20251109,Customer Refused
5050,33707,20251109,Product Defect
5051,33714,20251109,Not As Described
5052,33721,20251109,Late Delivery
5053,33731,20251109,Damaged
5054,33736,20251109,Damaged
5055,33737,20251110,Leaking Bottle
5056,33738,20251109,Late Delivery
5057,33739,20251109,Wrong Item
5058,33746,20251109,Not As Described
5059,33770,20251109,Broken Seal
5060,33773,20251109,Damaged
5061,33787,20251109,Product Defect
5062,33792,20251109,Leaking Bottle
5063,33793,20251110,Not As Described
5064,33796,20251109,Not As Described
5065,33800,20251109,Broken Seal
5066,33810,20251109,Not As Described
5067,33811,20251109,Broken Seal
5068,33812,20251109,Broken Seal
5069,33814,20251109,Damaged
5070,33817,20251109,Damaged
5071,33818,20251109,Late Delivery
5072,33824,20251110,Product Defect
5073,33825,20251109,Not As Described
5074,33833,20251109,Product Defect
5075,33848,20251109,Damaged
5076,33849,20251109,Leaking Bottle
5077,33857,20251109,Customer Refused
5078,33858,20251110,Damaged
5079,33862,20251109,Late Delivery
5080,33863,20251109,Product Defect
5081,33864,20251109,Damaged
5082,33879,20251110,Damaged
5083,33882,20251109,Damaged
5084,33885,20251109,Damaged
5085,33904,20251109,Wrong Item
5086,33906,20251109,Damaged
5087,33912,20251109,Product Defect
5088,33920,20251109,Product Defect
5089,33923,20251110,Damaged
5090,33926,20251109,Not As Described
5091,33941,20251109,Damaged
5092,33944,20251109,Leaking Bottle
5093,33945,20251109,Late Delivery
5094,33959,20251109,Late Delivery
5095,33967,20251109,Damaged
5096,33968,20251110,Not As Described
5097,33969,20251110,Wrong Item
5098,33970,20251109,Damaged
5099,33971,20251109,Wrong Item
5100,33972,20251109,Not As Described
5101,33984,20251109,Damaged
5102,33985,20251109,Not As Described
5103,33997,20251109,Product Defect
5104,34023,20251109,Late Delivery
5105,34024,20251109,Damaged
5106,34025,20251109,Product Defect
5107,34041,20251109,Not As Described
5108,34061,20251109,Product Defect
5109,34062,20251109,Customer Refused
5110,34090,20251109,Damaged
5111,34099,20251111,Wrong Item
5112,34102,20251109,Leaking Bottle
5113,34103,20251110,Wrong Item
5114,34107,20251109,Broken Seal
5115,34119,20251109,Late Delivery
5116,34129,20251109,Product Defect
5117,34150,20251110,Damaged
5118,34168,20251110,Damaged
5119,34169,20251111,Wrong Item
5120,34172,20251109,Wrong Item
5121,34185,20251108,Customer Refused
5122,34187,20251108,Not As Described
5123,34190,20251108,Leaking Bottle
5124,34194,20251108,Late Delivery
5125,34214,20251108,Broken Seal
5126,34216,20251108,Not As Described
5127,34219,20251108,Wrong Item
5128,34227,20251108,Product Defect
5129,34231,20251108,Product Defect
5130,34246,20251108,Not As Described
5131,34247,20251108,Not As Described
5132,34249,20251109,Wrong Item
5133,34255,20251108,Late Delivery
5134,34256,20251108,Late Delivery
5135,34257,20251108,Product Defect
5136,34278,20251108,Broken Seal
5137,34281,20251108,Product Defect
5138,34300,20251108,Customer Refused
5139,34305,20251108,Not As Described
5140,34316,20251109,Customer Refused
5141,34318,20251108,Not As Described
5142,34319,20251108,Customer Refused
5143,34323,20251108,Product Defect
5144,34325,20251108,Leaking Bottle
5145,34327,20251108,Wrong Item
5146,34331,20251108,Broken Seal
5147,34332,20251108,Damaged
5148,34336,20251109,Late Delivery
5149,34343,20251108,Damaged
5150,34349,20251108,Not As Described
5151,34358,20251108,Customer Refused
5152,34367,20251109,Leaking Bottle
5153,34391,20251108,Wrong Item
5154,34402,20251108,Customer Refused
5155,34417,20251108,Broken Seal
5156,34421,20251108,Damaged
5157,34425,20251109,Not As Described
5158,34430,20251108,Leaking Bottle
5159,34435,20251108,Broken Seal
5160,34438,20251108,Wrong Item
5161,34439,20251108,Customer Refused
5162,34442,20251108,Product Defect
5163,34443,20251108,Product Defect
5164,34447,20251108,Late Delivery
5165,34452,20251108,Damaged
5166,34456,20251108,Not As Described
5167,34459,20251108,Damaged
5168,34462,20251108,Wrong Item
5169,34463,20251108,Product Defect
5170,34465,20251108,Not As Described
5171,34470,20251108,Product Defect
5172,34481,20251108,Not As Described
5173,34487,20251108,Product Defect
5174,34492,20251108,Customer Refused
5175,34499,20251108,Not As Described
5176,34509,20251108,Damaged
5177,34511,20251109,Damaged
5178,34517,20251108,Leaking Bottle
5179,34540,20251108,Damaged
5180,34542,20251108,Wrong Item
5181,34543,20251110,Late Delivery
5182,34550,20251108,Damaged
5183,34567,20251108,Damaged
5184,34570,20251108,Wrong Item
5185,34571,20251110,Wrong Item
5186,34578,20251108,Customer Refused
5187,34579,20251108,Broken Seal
5188,34582,20251108,Broken Seal
5189,34585,20251108,Wrong Item
5190,34586,20251110,Damaged
5191,34591,20251109,Wrong Item
5192,34592,20251108,Damaged
5193,34593,20251108,Customer Refused
5194,34600,20251108,Product Defect
5195,34601,20251108,Damaged
5196,34603,20251108,Damaged
5197,34606,20251108,Late Delivery
5198,34608,20251108,Not As Described
5199,34609,20251108,Product Defect
5200,34611,20251109,Not As Described
5201,34615,20251108,Late Delivery
5202,34617,20251108,Wrong Item
5203,34626,20251108,Not As Described
5204,34642,20251109,Wrong Item
5205,34643,20251108,Leaking Bottle
5206,34652,20251108,Damaged
5207,34657,20251109,Product Defect
5208,34658,20251108,Broken Seal
5209,34659,20251108,Not As Described
5210,34663,20251108,Not As Described
5211,34680,20251108,Customer Refused
5212,34692,20251108,Damaged
5213,34711,20251109,Damaged
5214,34717,20251108,Not As Described
5215,34719,20251108,Not As Described
5216,34723,20251108,Product Defect
5217,34726,20251108,Not As Described
5218,34728,20251108,Wrong Item
5219,34737,20251108,Wrong Item
5220,34740,20251108,Product Defect
5221,34749,20251108,Damaged
5222,34751,20251108,Product Defect
5223,34765,20251108,Damaged
5224,34768,20251108,Not As Described
5225,34785,20251108,Wrong Item
5226,34786,20251108,Product Defect
5227,34791,20251108,Damaged
5228,34803,20251108,Customer Refused
5229,34808,20251108,Damaged
5230,34809,20251108,Broken Seal
5231,34817,20251108,Damaged
5232,34823,20251108,Customer Refused
5233,34825,20251108,Product Defect
5234,34827,20251108,Damaged
5235,34845,20251108,Damaged
5236,34853,20251108,Damaged
5237,34854,20251108,Product Defect
5238,34861,20251109,Wrong Item
5239,34866,20251108,Wrong Item
5240,34870,20251108,Leaking Bottle
5241,34876,20251108,Wrong Item
5242,34877,20251108,Product Defect
5243,34878,20251108,Damaged
5244,34881,20251108,Wrong Item
5245,34882,20251108,Wrong Item
5246,34892,20251108,Leaking Bottle
5247,34896,20251108,Leaking Bottle
5248,34898,20251108,Wrong Item
5249,34902,20251109,Damaged
5250,34907,20251108,Damaged
5251,34908,20251108,Late Delivery
5252,34917,20251108,Wrong Item
5253,34919,20251108,Not As Described
5254,34924,20251108,Late Delivery
5255,34927,20251108,Leaking Bottle
5256,34932,20251108,Not As Described
5257,34933,20251108,Damaged
5258,34934,20251108,Product Defect
5259,34939,20251108,Product Defect
5260,34944,20251108,Wrong Item
5261,34945,20251108,Damaged
5262,34947,20251110,Broken Seal
5263,34951,20251108,Damaged
5264,34954,20251109,Broken Seal
5265,34963,20251109,Not As Described
5266,34986,20251109,Product Defect
5267,34988,20251108,Not As Described
5268,34995,20251109,Product Defect
5269,35005,20251108,Wrong Item
5270,35007,20251108,Broken Seal
5271,35027,20251109,Wrong Item
5272,35028,20251108,Damaged
5273,35033,20251108,Late Delivery
5274,35034,20251108,Wrong Item
5275,35035,20251108,Customer Refused
5276,35036,20251108,Leaking Bottle
5277,35040,20251108,Broken Seal
5278,35041,20251108,Damaged
5279,35045,20251109,Broken Seal
5280,35046,20251108,Damaged
5281,35051,20251108,Damaged
5282,35052,20251108,Wrong Item
5283,35057,20251109,Late Delivery
5284,35059,20251108,Wrong Item
5285,35061,20251108,Late Delivery
5286,35070,20251108,Customer Refused
5287,35076,20251108,Not As Described
5288,35078,20251108,Damaged
5289,35090,20251108,Product Defect
5290,35091,20251110,Not As Described
5291,35095,20251108,Customer Refused
5292,35100,20251108,Wrong Item
5293,35104,20251108,Damaged
5294,35125,20251108,Product Defect
5295,35130,20251108,Customer Refused
5296,35136,20251108,Not As Described
5297,35144,20251108,Product Defect
5298,35145,20251108,Wrong Item
5299,35166,20251108,Damaged
5300,35173,20251108,Damaged
5301,35176,20251108,Leaking Bottle
5302,35177,20251108,Damaged
5303,35184,20251108,Wrong Item
5304,35186,20251108,Wrong Item
5305,35187,20251108,Product Defect
5306,35189,20251108,Leaking Bottle
5307,35196,20251108,Product Defect
5308,35197,20251108,Not As Described
5309,35198,20251108,Late Delivery
5310,35231,20251109,Product Defect
5311,35240,20251109,Customer Refused
5312,35250,20251108,Not As Described
5313,35251,20251108,Product Defect
5314,35254,20251108,Customer Refused
5315,35262,20251108,Damaged
5316,35272,20251109,Wrong Item
5317,35284,20251108,Not As Described
5318,35285,20251109,Damaged
5319,35293,20251108,Damaged
5320,35298,20251108,Wrong Item
5321,35301,20251108,Not As Described
5322,35302,20251108,Damaged
5323,35306,20251108,Broken Seal
5324,35313,20251108,Customer Refused
5325,35320,20251108,Leaking Bottle
5326,35330,20251108,Not As Described
5327,35333,20251109,Wrong Item
5328,35335,20251109,Product Defect
5329,35340,20251108,Wrong Item
5330,35360,20251108,Product Defect
5331,35362,20251108,Customer Refused
5332,35365,20251108,Product Defect
5333,35370,20251108,Not As Described
5334,35378,20251108,Product Defect
5335,35384,20251109,Wrong Item
5336,35388,20251108,Wrong Item
5337,35393,20251108,Product Defect
5338,35406,20251110,Customer Refused
5339,35411,20251108,Customer Refused
5340,35412,20251108,Wrong Item
5341,35416,20251108,Customer Refused
5342,35419,20251108,Damaged
5343,35435,20251108,Wrong Item
5344,35439,20251108,Not As Described
5345,35440,20251108,Not As Described
5346,35444,20251108,Customer Refused
5347,35447,20251108,Not As Described
5348,35449,20251109,Product Defect
5349,35454,20251108,Damaged
5350,35464,20251108,Product Defect
5351,35466,20251108,Not As Described
5352,35476,20251108,Late Delivery
5353,35478,20251108,Wrong Item
5354,35485,20251108,Leaking Bottle
5355,35490,20251109,Wrong Item
5356,35498,20251108,Product Defect
5357,35505,20251108,Damaged
5358,35513,20251108,Late Delivery
5359,35517,20251108,Wrong Item
5360,35522,20251108,Not As Described
5361,35531,20251108,Damaged
5362,35536,20251108,Wrong Item
5363,35538,20251108,Damaged
5364,35542,20251108,Wrong Item
5365,35545,20251109,Wrong Item
5366,35546,20251108,Leaking Bottle
5367,35561,20251108,Wrong Item
5368,35563,20251108,Customer Refused
5369,35567,20251109,Not As Described
5370,35573,20251108,Wrong Item
5371,35575,20251108,Damaged
5372,35613,20251108,Customer Refused
5373,35619,20251108,Wrong Item
5374,35624,20251108,Broken Seal
5375,35639,20251108,Product Defect
5376,35652,20251108,Wrong Item
5377,35655,20251108,Not As Described
5378,35656,20251108,Customer Refused
5379,35659,20251108,Damaged
5380,35662,20251108,Broken Seal
5381,35681,20251108,Product Defect
5382,35694,20251108,Damaged
5383,35696,20251110,Broken Seal
5384,35698,20251108,Wrong Item
5385,35702,20251108,Product Defect
5386,35707,20251109,Damaged
5387,35710,20251108,Damaged
5388,35722,20251108,Not As Described
5389,35734,20251108,Wrong Item
5390,35740,20251108,Damaged
5391,35743,20251108,Damaged
5392,35744,20251108,Damaged
5393,35751,20251108,Wrong Item
5394,35757,20251109,Damaged
5395,35759,20251108,Broken Seal
5396,35765,20251108,Leaking Bottle
5397,35775,20251108,Product Defect
5398,35776,20251108,Wrong Item
5399,35785,20251108,Product Defect
5400,35786,20251108,Wrong Item
5401,35788,20251108,Product Defect
5402,35790,20251109,Damaged
5403,35793,20251108,Leaking Bottle
5404,35805,20251108,Not As Described
5405,35812,20251108,Wrong Item
5406,35830,20251108,Leaking Bottle
5407,35831,20251108,Customer Refused
5408,35843,20251108,Product Defect
5409,35845,20251108,Wrong Item
5410,35848,20251108,Wrong Item
5411,35855,20251108,Broken Seal
5412,35871,20251108,Damaged
5413,35872,20251108,Product Defect
5414,35877,20251108,Damaged
5415,35887,20251108,Product Defect
5416,35896,20251109,Late Delivery
5417,35907,20251108,Product Defect
5418,35915,20251108,Not As Described
5419,35916,20251108,Damaged
5420,35917,20251108,Broken Seal
5421,35935,20251108,Damaged
5422,35938,20251108,Wrong Item
5423,35945,20251108,Broken Seal
5424,35948,20251109,Customer Refused
5425,35952,20251108,Not As Described
5426,35954,20251108,Product Defect
5427,35957,20251108,Damaged
5428,35961,20251108,Not As Described
5429,35964,20251109,Product Defect
5430,35971,20251108,Customer Refused
5431,35981,20251108,Damaged
5432,35982,20251108,Customer Refused
5433,35988,20251108,Damaged
5434,35994,20251108,Leaking Bottle
5435,36008,20251108,Damaged
5436,36015,20251108,Leaking Bottle
5437,36024,20251108,Wrong Item
5438,36027,20251108,Damaged
5439,36039,20251108,Not As Described
5440,36047,20251108,Wrong Item
5441,36054,20251108,Wrong Item
5442,36061,20251108,Damaged
5443,36065,20251108,Broken Seal
5444,36082,20251108,Customer Refused
5445,36093,20251108,Late Delivery
5446,36095,20251108,Wrong Item
5447,36096,20251108,Product Defect
5448,36104,20251108,Damaged
5449,36106,20251108,Not As Described
5450,36117,20251108,Customer Refused
5451,36118,20251108,Wrong Item
5452,36121,20251108,Wrong Item
5453,36134,20251108,Late Delivery
5454,36139,20251108,Leaking Bottle
5455,36140,20251109,Late Delivery
5456,36146,20251109,Leaking Bottle
5457,36149,20251108,Wrong Item
5458,36173,20251108,Customer Refused
5459,36187,20251108,Wrong Item
5460,36196,20251108,Product Defect
5461,36198,20251108,Damaged
5462,36200,20251108,Broken Seal
5463,36201,20251108,Product Defect
5464,36205,20251108,Customer Refused
5465,36232,20251108,Product Defect
5466,36233,20251108,Late Delivery
5467,36234,20251108,Wrong Item
5468,36236,20251108,Damaged
5469,36239,20251108,Customer Refused
5470,36257,20251108,Leaking Bottle
5471,36259,20251108,Wrong Item
5472,36260,20251108,Not As Described
5473,36264,20251108,Damaged
5474,36269,20251109,Not As Described
5475,36275,20251108,Wrong Item
5476,36285,20251109,Product Defect
5477,36288,20251108,Not As Described
5478,36304,20251108,Customer Refused
5479,36321,20251108,Not As Described
5480,36322,20251109,Wrong Item
5481,36324,20251109,Wrong Item
5482,36325,20251109,Leaking Bottle
5483,36327,20251110,Not As Described
5484,36336,20251108,Customer Refused
5485,36339,20251109,Broken Seal
5486,36341,20251108,Customer Refused
5487,36357,20251108,Broken Seal
5488,36359,20251108,Wrong Item
